projectName,startDate,CID,PID,finishDate
Technology and Management Associates,13/09/1989,841147184,338524138,14/07/2029
General Mills,13/03/2012,30419442,376395291,25/09/2028
Travizon,14/11/2017,524282839,368818924,02/05/2023
Jewett-Cameron Trading,19/07/1987,104387353,722036426,29/06/2030
Gray Hawk Systems,02/08/1982,76367806,102118944,29/01/2025
Viacell,15/05/2008,932263106,135703679,23/09/2026
Oneida Financial,28/09/1992,905047090,392337558,17/01/2028
Perfect Order,23/10/1985,688700844,273852269,18/04/2026
Microsoft Corp.,12/12/1992,654193081,44457543,17/11/2022
Total Entertainment,01/08/2011,446445120,858086141,11/07/2030
WorldCom,22/01/2013,309404307,168708381,07/11/2023
Mindworks,29/09/1999,193998349,237943308,30/03/2022
Quality Assured Services,25/12/2015,956984489,50900437,08/08/2026
First Mariner Bancorp,23/12/2006,22099169,70949776,30/03/2024
Vivendi Universal,02/08/2007,371788374,26803700,09/07/2020
Estee Lauder Cos.,19/09/1996,962271877,184394566,24/04/2027
Greenwich Technology Partners,18/05/2008,475739993,890799266,18/04/2025
V-Span,21/02/2008,202893440,471932554,14/08/2022
Qestrel Cos.,16/05/1983,391403279,428007044,12/05/2021
Y2Marketing,27/01/1992,206446741,391905839,04/10/2020
Monitronics International,02/04/1990,982714643,230708091,22/04/2021
Floorgraphics,27/12/2004,305615097,939354235,05/10/2026
Spectrum Communications Cabling Services,09/08/2011,983878640,680265954,13/11/2022
U.S. Energy Services,19/03/2019,993134766,854582744,11/09/2027
News Corp.,18/11/1982,792053620,954955874,05/02/2024
Pfizer,21/12/2014,64626181,280633498,23/09/2021
Operational Technologies,05/06/1981,491366823,498680168,05/08/2029
Tilson Landscape,15/03/2003,736691622,429708813,30/05/2024
Unger Technologies,12/03/1980,157884960,253505497,12/12/2029
Capital Bank,28/10/1991,944299615,291750641,09/11/2026
Procter & Gamble Co.,14/07/1985,768653042,479917094,14/11/2028
Savela & Associates,11/05/1995,774534862,54208092,03/03/2027
U.S. Energy Services,09/03/1999,705467005,926050419,04/11/2029
U.S Physical Therapy,13/09/1993,924298358,646816929,22/03/2028
SHOT,31/10/1983,964837482,931924879,31/01/2030
USA Environmental Management,08/11/1995,208255367,108418396,20/03/2021
Circuit City Stores,11/06/2014,606214907,77579540,23/01/2021
Creditors Interchange,02/03/2008,777927782,720452540,13/12/2023
netNumina,01/11/2010,217605515,953800646,06/03/2023
Cynergy Data,05/10/1998,323951042,393640904,18/12/2024
One Source Printing,03/03/2018,847463774,519236256,05/04/2021
Kroger Co.,20/06/2008,63109154,134576541,20/05/2027
Cynergy Data,02/11/1988,758449454,312249978,20/05/2027
TRX,09/02/2014,689172853,70734285,07/10/2024
SCI,28/05/1991,434432607,121564090,28/08/2027
Taycor Financial,04/10/2000,869598995,363067175,13/10/2022
Kia Motors Corp.,14/03/2018,16541608,358419412,04/03/2028
Learning Voyage,01/02/1988,798181928,817032698,25/11/2020
Accuship,13/12/1981,392736040,597255474,05/10/2029
Woronoco Bancorp,25/11/2012,759933468,609602315,17/02/2030
Walt Disney Co.,09/09/2019,693067823,850564270,24/12/2023
Imaging Business Machines,19/06/1991,186967956,534746522,28/08/2022
Keith Companies,02/02/1992,495741356,202275005,23/11/2023
Cardinal Cartridge,12/09/2013,900237008,237390994,25/04/2027
Alogent,05/08/1998,989708897,698533604,15/10/2021
WAV,29/09/1990,6318854,493564435,01/06/2023
Spectrum Communications Cabling Services,06/06/2017,89766032,152326021,12/10/2022
SEI/Aaron's,13/07/1998,126216132,933417376,20/06/2021
Simply Certificates,14/11/2000,794933454,713407492,29/07/2020
Coca-Cola Co.,05/03/2013,229457590,242200764,17/11/2022
Priority Express Courier,07/11/2017,13327117,296685840,28/08/2027
Synhrgy HR Technologies,14/01/2015,233695763,283424472,31/07/2021
Diamond Pharmacy Services,18/12/1981,674354057,434301385,17/05/2021
Kitba Consulting Services,07/12/1984,417231151,806650454,05/02/2022
Procter & Gamble Co.,05/02/2004,750180347,874503383,16/08/2023
Merit Medical Systems,28/07/1997,313158516,476378344,30/10/2023
Pioneer Data Systems,26/09/2017,600844989,806274189,27/08/2027
Envision Telephony,09/11/2011,131511914,829659686,19/10/2020
Ositis Software,05/11/2001,349499192,718262155,18/03/2022
IVCi,23/04/2016,12324033,228395297,06/03/2023
Greene County Bancorp,20/01/1989,80146289,126282165,10/06/2021
G.A. Beck Artistic Services,25/03/1999,547752798,209519195,27/07/2026
Verizon Communications,07/07/2011,719435934,140181447,21/11/2020
Navigator Systems,14/10/2000,75978705,67141971,22/03/2020
Omega Insurance Services,11/07/2019,451076146,284467125,12/06/2023
Cody-Kramer Imports,28/01/2001,846899060,116853803,07/09/2023
InsurMark,05/08/1993,428318039,702908716,14/04/2027
Universal Solutions,16/11/2001,204073495,935993046,10/01/2023
Apex Systems,05/06/2000,922332929,767315077,25/07/2027
TALX,03/03/1990,156548117,362119155,20/08/2027
Custom Solutions International,07/10/1988,641540616,349804594,27/03/2028
Gillette Co.,25/07/1994,567176628,259371840,03/08/2024
Blue Angel Technologies,17/06/1990,490178708,881220756,25/08/2020
Printcafe Software,13/01/1986,301997056,909287686,20/06/2028
DrinkMore Water,15/07/2003,603979922,482820119,26/07/2022
Liners Direct,24/11/2005,975838197,154981389,02/05/2024
Simply Certificates,07/05/2005,834371509,288123174,10/03/2026
Dataprise,30/12/1994,541928598,627096952,03/11/2023
KSJ & Associates,26/01/2015,971331133,906691882,15/02/2024
Telepoint Communications,16/10/2003,856896985,640848058,17/08/2027
Clover Technologies Group,25/06/2018,188323736,687559716,31/10/2020
Wyeth,22/02/1988,614699866,301245030,09/12/2023
Investors Title,08/04/1993,26562470,64032912,25/04/2022
Dynacq International,06/06/2000,171722492,758316325,24/05/2022
Client Network Services,15/03/1986,249814280,276654946,12/08/2023
Tilia,03/05/2007,678618822,612446373,21/08/2027
Timberlane Woodcrafters,11/06/1990,714514859,60195467,21/01/2028
Ultimus,11/09/1996,167133731,89828135,02/01/2025
Brandt Information Services,11/01/2018,605875095,199648301,14/03/2021
Ford Motor Co.,26/06/2016,650496928,716365438,01/01/2024
Greenwich Technology Partners,19/04/2010,679551197,34216676,17/05/2027
Spenser Communications,20/07/2013,530690981,113130167,13/02/2025
Wendy’s International,09/08/2018,64087190,900857436,31/08/2026
Advanced Neuromodulation,06/10/1986,126422505,239052184,09/10/2027
Herbeau Creations of America,15/08/2003,645253125,434527644,17/04/2028
Swiss Watch International,30/11/2006,467668764,196990504,04/02/2029
SupplyCore.com,05/12/1998,487096889,7732388,27/04/2029
Summit Energy,21/08/2004,335308005,800870431,01/01/2024
Connected,16/03/2002,540494275,309260578,16/02/2020
Accuship,18/07/2019,402164069,247449571,13/04/2027
Strategic Management Initiatives,24/10/1982,149858747,999964777,01/08/2026
httprint,03/04/2014,919524297,575455255,05/10/2027
Bioanalytical Systems,22/12/1986,265187940,242041588,11/03/2030
"Mathis, Earnest & Vandeventer",09/04/2005,819858077,459272021,02/04/2029
Fiberlink Communications,09/09/1985,404373100,190555905,03/09/2028
AT&T Corp.,30/05/2019,535355902,427215247,06/08/2028
Bradley Pharmaceuticals,04/01/1993,88362747,524498473,25/08/2030
CapTech Ventures,19/01/2013,578930169,437142704,11/07/2023
Infinity Contractors,21/10/2010,289061606,265855188,07/08/2027
Greyhawk North America,15/02/1992,471982628,936261063,24/12/2025
Medical Action Industries,24/12/1984,648592641,721866916,17/09/2021
Pinnacle Staffing,18/03/1980,184801515,30237567,24/09/2022
Great Lakes Media Technology,06/09/2009,940410626,215940714,26/02/2030
Tilson Landscape,24/02/2011,719567950,29335165,27/05/2024
Cascade Bancorp,28/07/2006,348529157,335846499,21/02/2020
TruSecure,24/05/2006,621864633,31475770,15/04/2027
Freedom Medical,23/11/2013,387326680,769633378,05/07/2027
Smartronix,07/10/2002,382842820,581093771,22/10/2021
esoftsolutions,22/06/1993,945062709,64128210,29/06/2023
Floorgraphics,21/07/2000,996261252,744818987,10/02/2021
TRX,12/03/2007,455359957,251754704,30/10/2029
Legacy Financial Group,21/02/1981,991270029,404685163,23/07/2030
Alternative Business Systems,01/08/1994,866895437,751124006,22/04/2026
Advanced Technologies Group,04/08/2011,595153746,149323983,06/04/2029
MHF Logistical Solutions,15/09/2002,932766929,107716500,16/03/2022
Virbac,07/11/2014,494491406,525696364,31/01/2023
LogistiCare,21/06/2009,805950544,527407865,05/07/2026
ProClarity,07/10/2001,174742941,406951881,28/05/2024
Merit Medical Systems,05/09/1989,120079785,855083206,05/07/2022
American Vanguard,09/06/1996,813559742,238394608,01/04/2025
Venoco,15/05/2010,219163304,698581780,06/05/2026
Cura Group,27/04/1986,927365220,68640826,18/04/2028
DataTrend Information Systems,19/07/1980,509912952,9923968,28/08/2027
Dearborn Bancorp,04/04/1980,642346745,646141789,11/12/2021
Spinnaker Exploration,13/11/1988,330445193,722359400,24/03/2021
First South Bancorp,16/07/1995,68475012,266392230,07/01/2028
Gateway,09/07/2010,514079227,312174123,16/03/2022
Main Street Banks,23/05/1993,622931716,531665076,01/08/2020
Atlantic Credit & Finance,26/04/2015,773195792,596531755,27/04/2023
McKee Wallwork Henderson,12/02/1995,401366611,992950955,09/06/2022
ACS International Resources,13/04/1993,650657830,479647161,01/01/2023
Staff Force,13/11/2012,967408050,209860426,05/03/2026
Exinom Technologies,09/06/1992,999780134,688845592,26/02/2026
SourceGear,05/01/2011,363847020,158557071,23/12/2030
Conquest Systems,10/01/2005,322168744,135692891,02/11/2021
NLX,24/12/1988,208173645,308732836,05/09/2026
Volkswagen,05/07/1981,259929798,125379044,29/07/2022
Integrated Decisions and Systems,14/06/2015,920044508,396935000,12/04/2023
Market-Based Solutions,31/03/2011,556541910,900330210,11/07/2029
Adea Solutions,10/03/2012,228127400,30821981,13/08/2022
Employer Services,29/07/1999,155578707,908795026,21/05/2026
Service Source,07/04/1988,828411038,926554217,06/12/2026
American Land Lease,22/11/2000,71065401,690994173,24/01/2026
Coadvantage Resources,19/08/1980,975292693,921224441,25/12/2025
U.S. Government,14/11/2010,428334341,20511773,10/06/2027
CyberThink,06/06/1986,217844900,562147329,10/08/2020
Denali Ventures,25/12/1990,938932456,206942781,15/09/2020
Refinery,10/01/1980,275570497,175946371,13/04/2030
Philip Morris Cos.,05/10/1996,101287833,114467596,01/04/2025
Pan-Pacific Retail Properties,17/04/2008,296489743,935834338,23/09/2030
Investors Title,09/12/2006,187445081,555480753,30/08/2026
InfoVision Consultants,12/02/2014,936087431,777374953,22/08/2022
Bigdough.com,24/03/2014,889753603,634293951,05/08/2020
KeyMark,12/11/2000,993645683,2940558,16/12/2022
U.S. Energy Services,12/08/2014,155357865,633759234,18/08/2020
Veri-Tek International,02/09/1998,77104513,99698063,02/09/2027
SurModics,20/03/2004,254577467,403232258,27/07/2024
Hat World,16/04/2017,836767246,735359007,18/01/2023
FlavorX,12/08/2010,103615630,78404821,17/07/2028
Nexxtworks,16/03/2014,103489896,465020612,29/09/2022
Volkswagen,10/02/2015,970769804,27320969,12/03/2022
Lloyd Group,12/11/1991,462777848,367459590,21/08/2029
Nissan Motor Co.,21/09/2006,401818935,567065939,08/04/2027
Herbeau Creations of America,20/10/2007,744669939,474074732,02/07/2021
Vivendi Universal,05/02/2004,189712142,449678830,06/06/2022
GRT,04/01/2016,82262722,137604354,25/07/2030
Greene County Bancorp,22/07/2007,895576318,806504402,12/05/2028
ID Label,24/07/1997,760508606,510577510,01/03/2028
Meritage Technologies,20/04/1985,856812273,702289062,25/08/2024
Tripwire,11/07/2009,160782904,946741169,12/07/2028
Meritage Technologies,31/08/2019,559168244,827166670,07/04/2030
Adolph Coors Co.,13/02/2008,937925087,902472726,15/05/2020
Democracy Data & Communications,02/08/2010,622845508,810506865,20/07/2027
Wells Financial,22/01/1995,612265245,423712470,08/11/2024
Meridian Gold,13/09/1995,300077206,701629362,06/10/2022
Global Wireless Data,15/09/2012,57735310,248174864,14/12/2027
Keith Companies,15/03/1985,59104572,468332139,11/05/2027
Mattel,24/02/2003,636322025,575814160,10/08/2025
Greene County Bancorp,22/08/2007,633695000,575651795,08/08/2024
Scooter Store,31/07/2015,939112702,782483326,22/02/2030
EagleOne,27/04/1993,687673705,597181161,14/04/2024
Acsis,01/01/1980,449217321,405900419,18/01/2024
Flow Management Technologies,05/07/1990,446379602,645716675,08/08/2030
Great Lakes Media Technology,14/01/2019,280662136,5414980,22/12/2028
Lindin Consulting,11/10/2007,73350145,468766371,05/12/2020
Fetch Logistics,06/03/1988,73403449,451135344,07/02/2027
QSS Group,23/03/2005,640923679,377087826,02/12/2030
MoneyLine Lending Services,13/05/1999,445045427,218737195,10/07/2021
Professional Placement Resources,22/04/2016,946402305,840004333,29/02/2020
Eze Castle Software,30/01/1981,536750395,260770756,26/09/2029
Strategic Management Initiatives,01/10/2001,639270159,789191454,14/12/2028
Consultants' Choice,05/09/1990,901047852,932535172,05/12/2030
WestNet Learning Technologies,21/03/2016,908318764,171404538,23/10/2022
Pfizer,18/08/1993,290764798,340071918,26/12/2026
KeyMark,12/12/1992,586828495,876676232,03/11/2021
ORI Services,05/07/2010,731915887,143221190,22/08/2027
Ivory Systems,29/01/2008,627856992,280637101,06/04/2027
Kmart Corp.,08/10/1993,930926135,448021104,11/08/2023
SourceGear,18/08/1994,285742335,692601827,05/01/2024
TMA Resources,04/11/1992,895418411,566212877,06/09/2020
Commercial Energy of Montana,16/02/1993,313382361,378530797,02/03/2028
EPIQ Systems,22/01/2012,781278171,765325573,09/09/2029
QSS Group,28/08/1984,774179205,279315187,16/06/2023
Acsis,27/05/2016,372260355,773192036,22/12/2026
Wyeth,29/04/1988,125398931,805381799,12/08/2024
Capitol Bancorp,30/01/2001,691330483,48511302,16/04/2030
Advanced Vending Systems,05/12/2006,161303502,163500605,12/11/2022
Marlabs,13/01/1985,4784930,580447700,01/12/2025
Active Services,07/11/2017,910614377,345830608,18/12/2028
Navarro Research and Engineering,28/09/2006,722789463,997253995,15/05/2022
SourceGear,13/09/2001,257989620,399847215,29/03/2025
"Mathis, Earnest & Vandeventer",23/06/1983,729038608,993395668,21/11/2026
Banfe Products,26/06/2015,983811399,748135808,14/04/2023
PSC Info Group,01/03/2016,732657678,944544007,01/04/2025
BioReliance,25/02/2003,957774627,767735809,08/06/2026
Cardtronics,31/08/1994,675401716,462366649,24/05/2025
Megha Systems,14/11/2002,816232446,9647893,30/10/2030
Mission West Properties,25/12/2006,7945815,922655162,10/08/2025
Cima Consulting Group,17/12/2016,445610031,78688156,07/06/2022
Timberlane Woodcrafters,01/02/1980,449877960,201711236,25/07/2023
Team,27/08/2006,176717915,751943515,17/08/2020
Total Entertainment,05/03/1988,709587223,851498672,17/09/2028
Key Information Systems,04/05/1992,653734852,348719973,28/11/2021
G.A. Beck Artistic Services,17/11/1997,317685933,130443209,23/08/2026
Navarro Research and Engineering,20/06/1992,824031362,235187057,24/07/2029
Scooter Store,26/12/1992,241077897,197219614,14/11/2027
QSS Group,06/03/1980,109213812,669798028,26/02/2023
Columbia Bancorp,15/12/1986,953233967,940384772,08/04/2029
Networking Technologies and Support,21/09/2002,871435993,354003302,19/10/2025
IBM Corp.,06/12/1982,739788543,353847149,14/01/2020
Investment Scorecard,14/06/2011,129932238,362988199,22/07/2027
GDA Technologies,23/02/1997,425885023,452644491,08/02/2022
Trinity HomeCare,23/04/1999,480704160,681716136,22/07/2029
Gold Crest Distributing,23/01/2011,72066068,599404495,18/03/2023
Taycor Financial,30/09/2008,128404743,186102710,13/11/2024
Miller Systems,05/07/2001,479003076,228699759,29/03/2021
Angie's List,15/12/1987,838472012,719688112,13/03/2025
Computer Engineering Organization,19/12/1981,212097038,222607384,06/10/2024
Typhoon,01/10/1997,303767000,498095579,29/03/2027
V-Span,02/03/1998,972909161,64761984,30/03/2023
GHR Systems,23/06/1986,134925266,552540182,25/03/2024
Softworld,10/07/1996,631889303,542056976,02/04/2020
Harrison & Shriftman,06/04/2016,632237688,413099471,14/04/2030
Nike,23/10/1981,384925152,390312418,18/01/2020
MasterCard International,03/12/2005,78110963,917838940,27/08/2027
Pan-Pacific Retail Properties,17/01/2017,432391208,68614525,20/09/2030
Entelligence,14/03/2011,524012193,680788967,27/06/2020
Serentec,27/11/2018,107864073,698444364,13/12/2027
MedSource Consulting,14/08/2003,973745750,946135292,15/04/2029
Kimberly-Clark Corp.,22/12/1980,176989090,401580878,05/06/2029
Blue Pumpkin Software,23/10/2012,712253539,392069187,12/11/2021
Cherokee Information Services,28/06/2010,422836862,684228357,07/01/2029
Omega Insurance Services,14/01/1998,559265576,963666545,27/12/2027
PSC Info Group,02/04/2002,281381066,916592326,18/08/2030
Sandy Spring Bancorp,21/07/1984,414558617,866996746,09/04/2027
Nissan Motor Co.,08/10/2003,173217202,689804705,27/12/2026
American Service Systems,09/04/1980,364595244,565999324,09/06/2024
EagleOne,16/10/2007,895435151,450612138,04/08/2020
Main Street Banks,03/01/1993,725324344,981546383,05/11/2022
Newton Interactive,20/12/1988,212149158,636823906,21/07/2030
Network Management Resources,26/11/2006,194658868,663634729,05/02/2023
Campbell Soup Co.,24/11/2006,862345600,781714932,24/09/2023
Eastman Kodak Co.,01/09/1989,939692623,14969978,22/11/2023
J.C. Penney Corp.,18/04/2013,923852878,694732509,26/06/2030
SALT Group,21/01/1985,346067583,721227776,23/07/2025
Unilever,23/07/1983,54161001,615361548,04/11/2025
Capstone,26/05/2018,725220192,727210626,03/12/2027
Summit Energy,07/10/2002,423163677,539144118,08/05/2028
Topics Entertainment,02/03/2011,819691520,984153353,11/03/2022
Signal Perfection,21/10/2000,72274653,259438458,07/12/2023
WAV,31/05/2019,250973051,47900109,11/12/2021
Toyota Motor Corp.,02/01/1983,553125228,927195802,24/04/2029
Gap Inc.,04/09/2001,123104101,576887579,25/01/2027
Questar Capital,14/10/2001,741560279,650137224,02/11/2029
E Group,15/02/2017,119524442,897647289,15/03/2027
Anheuser-Busch Cos.,27/06/2007,221383418,991059390,05/10/2029
Keith Companies,08/06/1991,490637214,999517016,23/06/2023
Digital Visual Display Technologies,27/12/2000,678604698,627862188,24/08/2023
SBC Communications,23/04/1983,437831416,92050651,18/03/2030
Keith Companies,28/05/1991,177631345,806975148,28/12/2023
Deutsche Telekom,19/05/1980,250026720,473604844,20/07/2020
ASAP Staffing,28/12/1998,472250084,70282625,07/07/2027
U.S Physical Therapy,03/06/2009,38056458,251235001,14/04/2028
U.S Physical Therapy,15/09/2017,230686083,947278380,11/03/2029
Sony Corp.,11/02/1994,501815546,685122224,27/01/2023
Maverick Technologies,26/09/1996,599098898,885631827,29/08/2029
Medical Action Industries,18/03/1981,42462983,306883754,04/06/2025
Lifeline Systems,30/12/2017,605133650,774334598,31/05/2024
Granite Systems,08/04/2019,762080773,664426786,25/06/2028
Process Plus,05/09/2004,751307605,318353475,07/03/2026
State Farm Mutual Automobile Insur,09/08/1996,227982755,139536296,16/10/2022
Pragmatech Software,01/07/1989,585103288,603878605,30/12/2026
Blue Pumpkin Software,21/07/2006,109183657,868465450,06/02/2030
New View Gifts & Accessories,26/05/2003,218347528,57981923,13/06/2026
Scooter Store,26/02/1995,19241388,273918647,28/05/2029
Investors Title,22/01/1984,944642285,793026931,04/01/2025
Shirt Factory,15/03/1987,354011120,434426599,21/06/2028
ID Label,01/11/1987,72303882,306556030,23/08/2030
Progressive Designs,18/02/2018,529678262,566507924,01/09/2030
Eze Castle Software,23/04/2011,775620977,108125945,12/03/2024
Bashen Consulting,06/06/1980,717027805,547877363,13/09/2030
Innovate E-Commerce,23/01/2006,599869360,229020182,19/02/2021
Printcafe Software,05/10/2006,197794853,824433778,30/09/2028
Blue Angel Technologies,23/04/2019,907558384,86060497,17/03/2025
Navarro Research and Engineering,25/01/1996,663394093,888361715,11/08/2025
Joseph Sheairs Associates,07/11/2010,224624629,164710149,12/08/2023
Merck & Co.,27/05/1989,11481339,104417070,26/07/2023
All Star Consulting,06/01/1982,830323979,582733088,06/02/2029
Advanced Vending Systems,14/08/2019,144854680,770103627,15/07/2028
Astute,09/07/2004,805280049,419687668,04/08/2030
Print-Tech,04/07/2000,568633651,974162746,26/06/2030
Auction Systems Auctioneers & Appraisers,09/11/2014,639969585,361810618,03/11/2021
Marriott International,14/06/2007,417476113,70696751,02/12/2027
Enterprise Computing Solutions,09/07/1985,880702321,89571870,27/07/2028
Fiberlink Communications,28/05/2018,890776916,541171826,10/10/2029
IVCi,17/03/1990,537411540,310954372,02/01/2021
Venoco,07/01/1999,810834228,93550909,23/07/2024
Kingston,18/08/1990,88140456,222199281,21/05/2024
Technology Resource Center,16/04/1981,759446789,941696646,03/04/2020
USA Environmental Management,15/07/1996,558399421,376069635,23/09/2024
ZonePerfect Nutrition Company,15/04/1982,751903936,824675903,20/03/2024
Doctor’s Associates,03/04/2018,957199344,50722783,01/03/2020
Horizon Consulting,01/11/1982,199070401,218245382,14/12/2021
Bayer,01/01/1991,537075324,807435994,25/06/2025
Conquest Systems,03/04/2018,383565509,442547752,22/04/2020
Teamstudio,04/02/2008,927623444,318898328,20/04/2020
Parker Compound Bows,17/02/1993,481078211,791016496,09/07/2029
CapTech Ventures,05/07/1994,994960575,9055255,18/02/2022
MoneyLine Lending Services,11/03/1980,900803802,569870976,01/12/2030
Diageo,01/03/2004,455637294,759308185,14/12/2029
Verizon Communications,27/05/2000,74688747,758540938,14/02/2030
Circuit City Stores,10/11/1983,785574275,462486276,13/01/2020
WorldCom,08/12/2007,133100780,220487594,15/07/2029
Capital Corp.,02/02/2007,959144344,902317220,30/05/2024
Labrada Nutrition,18/09/1986,412891401,785748986,30/03/2028
Primus Software,19/02/1997,340379206,780618325,19/02/2029
Brandt Information Services,23/03/2000,77148238,936806834,20/09/2030
Summit Energy,27/12/1994,282911495,223791119,06/10/2025
Linac Systems,15/03/1986,693011253,305575671,17/03/2029
Fiber Network Solutions,08/02/2016,600759772,294638099,05/07/2028
Technica,12/02/1996,653253417,175836774,09/03/2023
Heartlab,23/02/1981,334271871,658324690,07/09/2025
L.E.M. Products,31/03/1995,493416233,9692768,02/11/2021
Granite Systems,14/04/1991,988836929,99973687,01/02/2024
New Horizons Computer Learning Center of Miami,02/08/2018,446116934,181133073,12/09/2026
Solipsys,07/09/2011,369841052,485127557,30/04/2023
ScriptSave,14/11/2014,507976266,226285864,31/07/2020
Hat World,01/07/2019,41672880,541418518,11/04/2025
Serentec,26/09/2001,47411260,323695651,08/06/2020
Kmart Corp.,25/07/2019,465815344,89306712,07/06/2027
Micro Solutions Enterprises,29/09/1997,853104598,157587742,10/09/2025
StoneTech Professional,19/02/1985,755864018,168631096,06/01/2030
Business Plus Corporation,06/01/2019,203279656,169442325,22/11/2026
Quantum Loyalty Systems,07/11/2018,579298488,999523159,05/10/2027
Cambridge Home Health Care,22/02/1997,619128011,465132080,30/12/2024
First Mariner Bancorp,09/12/2013,732969616,384698072,30/11/2021
White Wave,28/10/2001,820430535,602485033,03/09/2027
CIW Services,25/09/2017,756272576,858008790,22/03/2022
Strategic Data Systems,30/01/2002,975625861,312405489,03/07/2026
Glacier Bancorp,21/03/2014,286628660,107260801,20/11/2028
Heritage Microfilm,10/01/1982,512890174,147486673,01/06/2027
SHOT,16/12/2013,560231706,975421003,25/08/2029
McKee Wallwork Henderson,14/11/2005,913829152,203371967,07/10/2021
Prosoft Technology Group,02/05/1984,686391439,68768578,03/01/2029
MQ Software,17/03/1996,160191987,173311048,26/07/2029
Advanced Technologies Group,19/07/1981,70214389,935942601,16/07/2023
Prosperity Bancshares,04/07/2007,140041575,521350989,29/07/2021
Pyramid Digital Solutions,21/09/2009,102189656,934782855,07/06/2029
Visa International,22/08/1987,85110910,204674123,03/04/2025
Trek Equipment,04/12/1997,884949291,990431503,19/05/2022
Diversitech,21/12/1992,220521,115593697,08/04/2021
Access US,29/12/2008,628854495,617093279,14/04/2027
Pioneer Data Systems,22/07/1982,671815431,659290364,07/10/2025
Estee Lauder Cos.,01/10/2017,583339778,227064970,16/08/2024
Associated Business Systems,06/10/1991,480665696,745005338,16/12/2020
Ogio International,05/05/2019,336849218,984872441,28/01/2027
Office Depot,14/07/2005,357175082,134808263,09/09/2026
Enterprise Computing Solutions,14/02/1985,834378447,243178037,20/01/2023
USA Environmental Management,11/02/1983,73558443,258760838,01/01/2021
Phoenix Rehabilitation and Health Services,27/06/1991,335667827,972164713,01/06/2027
Federated Department Stores,15/08/1998,195781729,337127554,24/06/2020
Alternative Business Systems,04/08/2001,238787278,328655903,12/03/2025
Learning Voyage,19/02/1995,944426563,402855934,21/10/2027
Diamond Group,25/05/1992,225859959,848990914,17/06/2028
Dynacq International,28/07/1989,195502563,380714669,02/01/2024
Priority Express Courier,30/04/1986,67743416,955934581,17/05/2023
Tropical Oasis,10/08/2014,386183343,118581385,04/08/2029
Venoco,26/08/2018,760533575,555254571,09/09/2029
Primus Software,27/03/2010,481526795,901298256,13/05/2027
DrinkMore Water,26/08/2004,306296466,919760373,10/06/2026
Mercantile Bank,30/06/1993,694024579,470980019,01/02/2021
New Horizons Computer Learning Center of Miami,12/03/1989,898061436,75119566,27/11/2020
Intrasphere Technologies,27/05/2010,772340115,193105012,16/02/2023
PSC Info Group,23/04/2006,819674794,399421752,25/03/2028
ScripNet,29/04/2019,559448828,533656784,20/01/2021
SHOT,17/05/2017,602999889,127592274,12/06/2025
Fiberlink Communications,16/03/1983,351629880,210810012,21/01/2024
Oakleaf Waste Management,17/02/2010,744475127,972428665,04/08/2022
Component Graphics,11/06/2018,270615457,605889987,14/09/2022
G.A. Beck Artistic Services,15/03/1997,609243525,289971174,10/11/2028
Heartlab,31/08/1999,379834775,5807995,10/05/2029
Networking Technologies and Support,02/06/1988,600474135,245650596,06/02/2025
Iris Software,20/10/2010,369677639,85687649,23/06/2020
New View Gifts & Accessories,28/08/1986,725944055,500570040,20/06/2029
Tilson HR,30/04/1994,460165570,621377190,02/07/2022
AQuickDelivery,06/04/2011,833968340,997371766,27/11/2029
Employer Services,30/12/2019,899114470,865331556,08/12/2020
Pan-Pacific Retail Properties,08/05/1997,796928158,78167759,21/03/2030
SM Consulting,15/11/2011,453253419,138933420,18/07/2020
Y2Marketing,05/08/2016,86605928,194470382,07/10/2026
Allegiant Bancorp,05/01/1986,337042365,950327868,21/01/2025
Southern Financial Bancorp,09/10/1983,194346417,412581956,18/10/2022
Kramont Realty Trust,08/09/1980,48965009,671915243,22/06/2026
Global Wireless Data,05/12/2016,924170508,358340104,18/01/2024
Innovative Lighting,24/02/1990,858279603,663831774,17/10/2029
Socket Internet,21/09/2013,665862202,650561266,17/06/2024
Cima Consulting Group,05/10/2000,135605813,505143312,04/06/2020
Computer Source,21/06/2009,85236975,256080181,21/06/2028
Kroger Co.,16/08/2003,157822453,722202845,20/10/2023
Sea Fox Boat,09/06/2014,891696908,457331764,18/09/2027
General Electric Co.,30/05/1991,702154358,703511565,23/03/2021
Club One,20/03/2004,733861637,329795207,22/08/2026
Direct Data,21/02/2000,742452515,101088481,18/10/2020
Palm Beach Tan,19/03/1980,678749703,888483774,26/09/2028
Virtual Meeting Strategies,23/12/2012,764864161,998898128,07/02/2021
Ultimus,30/07/1990,996116937,665818340,17/11/2030
General Mills,21/02/2007,760856717,714491242,10/10/2021
HealthScribe,29/03/1999,562714330,542081143,24/09/2026
Bristol-Myers Squibb Co.,24/06/2005,802036771,103215298,15/07/2028
Sammy's Woodfired Pizza,11/07/2019,897696916,387805996,21/06/2020
Consultants' Choice,26/08/2014,124229611,2912621,13/09/2023
Staff Force,26/01/1982,555820331,146445668,15/05/2027
Vitacost.com,31/01/2004,945274604,369888213,18/01/2026
Midwest Media Group,02/02/1995,632867242,786750048,05/11/2025
Meridian Gold,12/10/1999,680273930,949709624,04/09/2030
TALX,03/08/1997,337493287,162521865,22/06/2026
