projectName,startDate,CID,PID
device,29/03/1980,747973374,719838456
aspect,30/03/1980,586347978,70082995
inspector,31/03/1980,667817903,169137942
trainer,01/04/1980,475079556,447804440
strategy,02/04/1980,2958778,833287561
agency,03/04/1980,444602742,983307565
dealer,04/04/1980,251777025,653948149
love,05/04/1980,82367719,775585136
length,06/04/1980,791874258,236671743
article,07/04/1980,840182659,226679908
writer,08/04/1980,23364993,83198536
apple,09/04/1980,902289636,941420267
employer,10/04/1980,251486233,729074963
emphasis,11/04/1980,784156017,978938870
storage,12/04/1980,140691717,182047189
message,13/04/1980,370440483,499009511
reception,14/04/1980,46990634,963199417
chemistry,15/04/1980,16774262,561617699
fortune,16/04/1980,324249056,35451900
tongue,17/04/1980,963551477,361175907
arrival,18/04/1980,676978173,761478909
historian,19/04/1980,215430511,873455946
queen,20/04/1980,718141373,673222864
editor,21/04/1980,901649005,326222986
church,22/04/1980,735704411,717221953
height,23/04/1980,592522623,343239413
passenger,24/04/1980,2230684,857111850
night,25/04/1980,708142454,174642650
way,26/04/1980,515509270,495709789
basis,27/04/1980,551147260,66204310
system,28/04/1980,96515205,57107655
inflation,29/04/1980,971527654,319334099
road,30/04/1980,20251323,181139245
marketing,01/05/1980,284545031,830814137
chocolate,02/05/1980,206701288,36203841
photo,03/05/1980,344594417,679970831
artisan,04/05/1980,623523821,349027965
lab,05/05/1980,179034020,35562780
clothes,06/05/1980,118166746,916887716
ambition,07/05/1980,263870401,168856341
wood,08/05/1980,307652215,280765449
thought,09/05/1980,397884849,124540907
bonus,10/05/1980,927627731,260721349
awareness,11/05/1980,713402654,285427543
signature,12/05/1980,129198085,852518359
menu,13/05/1980,998586926,712436101
classroom,14/05/1980,238361635,921469991
family,15/05/1980,331196517,623912436
reception,16/05/1980,823113981,541117864
judgment,17/05/1980,503267361,545867817
town,18/05/1980,318616057,215998008
child,19/05/1980,145155939,93098508
session,20/05/1980,716959073,150561240
steak,21/05/1980,595337786,316660228
shirt,22/05/1980,906327556,974979343
video,23/05/1980,879250622,42373842
extent,24/05/1980,328745009,700224055
recipe,25/05/1980,942760514,915777980
dinner,26/05/1980,68829037,263363268
tea,27/05/1980,790491367,179088972
contract,28/05/1980,917489689,834326673
student,29/05/1980,329358209,739228270
heart,30/05/1980,1484838,197817488
potato,31/05/1980,831136869,271497402
topic,01/06/1980,414887697,645594990
math,02/06/1980,135092364,672420408
poetry,03/06/1980,199291546,504045267
studio,04/06/1980,665851092,125344971
internet,05/06/1980,534366762,13683209
guitar,06/06/1980,328387155,885852316
dealer,07/06/1980,889617250,220013980
storage,08/06/1980,922388519,619560413
media,09/06/1980,261771346,402558203
language,10/06/1980,721475304,709746523
ad,11/06/1980,669424353,693768140
mixture,12/06/1980,108634512,193191501
reading,13/06/1980,733874802,300037287
engine,14/06/1980,367589971,885981090
newspaper,15/06/1980,657022520,111723753
bread,16/06/1980,521082400,96591824
breath,17/06/1980,470579967,332498680
dirt,18/06/1980,803212276,259128467
flight,19/06/1980,83019693,414565173
lake,20/06/1980,398973892,896685614
virus,21/06/1980,268529900,876408752
passenger,22/06/1980,100158818,329633999
speech,23/06/1980,821692,595230974
person,24/06/1980,360117917,155728400
sir,25/06/1980,595206199,333504033
artisan,26/06/1980,52133025,159609031
historian,27/06/1980,704395850,329668614
cheek,28/06/1980,83485251,897973374
basket,29/06/1980,375775730,583136402
user,30/06/1980,376959345,139397641
manager,01/07/1980,417006924,331443174
movie,02/07/1980,482642071,571773522
tea,03/07/1980,176272329,117848344
blood,04/07/1980,805621422,838691277
variation,05/07/1980,915270313,830385340
priority,06/07/1980,841549068,234095707
poem,07/07/1980,747973374,482494037
chocolate,08/07/1980,586347978,439064829
republic,09/07/1980,667817903,697199032
election,10/07/1980,475079556,818894685
emphasis,11/07/1980,2958778,114993853
writer,12/07/1980,444602742,42588325
fishing,13/07/1980,251777025,881902665
grocery,14/07/1980,82367719,434511047
employer,15/07/1980,791874258,521912189
driver,16/07/1980,840182659,698995106
guidance,17/07/1980,23364993,18258415
finding,18/07/1980,902289636,950714842
lake,19/07/1980,251486233,325540467
mall,20/07/1980,784156017,755241180
dinner,21/07/1980,140691717,513957580
ability,22/07/1980,370440483,513338735
art,23/07/1980,46990634,406259445
ad,24/07/1980,16774262,203430848
depth,25/07/1980,324249056,234755718
strategy,26/07/1980,963551477,522423117
accident,27/07/1980,676978173,945469909
society,28/07/1980,215430511,598549415
people,29/07/1980,718141373,932601537
tooth,30/07/1980,901649005,224273523
basis,31/07/1980,735704411,567247965
pizza,01/08/1980,592522623,802155097
person,02/08/1980,2230684,854174679
statement,03/08/1980,708142454,583775624
chemistry,04/08/1980,515509270,699170172
child,05/08/1980,551147260,253155207
death,06/08/1980,96515205,157952273
history,07/08/1980,971527654,474569895
airport,08/08/1980,20251323,759754994
homework,09/08/1980,284545031,974361229
soup,10/08/1980,206701288,812755208
language,11/08/1980,344594417,223190391
country,12/08/1980,623523821,779711864
client,13/08/1980,179034020,401560359
internet,14/08/1980,118166746,537569072
volume,15/08/1980,263870401,254665044
user,16/08/1980,307652215,62227679
attention,17/08/1980,397884849,273742879
procedure,18/08/1980,927627731,901332149
funeral,19/08/1980,713402654,133431791
injury,20/08/1980,129198085,399942897
judgment,21/08/1980,998586926,81652876
oven,22/08/1980,238361635,757040159
story,23/08/1980,331196517,55755436
republic,24/08/1980,823113981,238252979
emotion,25/08/1980,503267361,473788898
theory,26/08/1980,318616057,365487656
area,27/08/1980,145155939,801308977
drama,28/08/1980,716959073,447028183
scene,29/08/1980,595337786,492507084
cigarette,30/08/1980,906327556,484338913
device,31/08/1980,879250622,888613779
activity,01/09/1980,328745009,504356515
freedom,02/09/1980,942760514,955054631
hospital,03/09/1980,68829037,715568604
presence,04/09/1980,790491367,649464603
orange,05/09/1980,917489689,810978203
anxiety,06/09/1980,329358209,671748283
lake,07/09/1980,1484838,711753764
alcohol,08/09/1980,831136869,701464554
church,09/09/1980,414887697,492168469
hair,10/09/1980,135092364,408466956
fact,11/09/1980,199291546,52115208
newspaper,12/09/1980,665851092,228596151
actor,13/09/1980,534366762,987462185
attention,14/09/1980,328387155,741757206
goal,15/09/1980,889617250,288679627
truth,16/09/1980,922388519,149899604
leader,17/09/1980,261771346,897500348
event,18/09/1980,721475304,566298644
growth,19/09/1980,669424353,823981465
location,20/09/1980,108634512,803912106
driver,21/09/1980,733874802,126235070
bedroom,22/09/1980,367589971,855525878
hall,23/09/1980,657022520,826740227
reality,24/09/1980,521082400,958243350
attitude,25/09/1980,470579967,455684026
affair,26/09/1980,803212276,910160031
pie,27/09/1980,83019693,224732784
solution,28/09/1980,398973892,361756950
database,29/09/1980,268529900,120697779
message,30/09/1980,100158818,905861504
menu,01/10/1980,821692,15617559
airport,02/10/1980,360117917,943252611
throat,03/10/1980,595206199,802241788
fishing,04/10/1980,52133025,699273006
passenger,05/10/1980,704395850,249733376
guest,06/10/1980,83485251,223114109
promotion,07/10/1980,375775730,781300765
idea,08/10/1980,376959345,867820888
owner,09/10/1980,417006924,905913299
recipe,10/10/1980,482642071,422533752
economics,11/10/1980,176272329,219318438
guest,12/10/1980,805621422,335355306
courage,13/10/1980,915270313,884680655
driver,14/10/1980,841549068,341766171
device,15/10/1980,747973374,718292336
aspect,16/10/1980,586347978,846651618
inspector,17/10/1980,667817903,412027785
trainer,18/10/1980,475079556,983724742
strategy,19/10/1980,2958778,259832492
agency,20/10/1980,444602742,40406350
dealer,21/10/1980,251777025,738586277
love,22/10/1980,82367719,966901978
length,23/10/1980,791874258,902848840
article,24/10/1980,840182659,278090315
writer,25/10/1980,23364993,650608454
apple,26/10/1980,902289636,307902197
employer,27/10/1980,251486233,337437482
emphasis,28/10/1980,784156017,204720331
storage,29/10/1980,140691717,867449957
message,30/10/1980,370440483,725079798
reception,31/10/1980,46990634,761878098
chemistry,01/11/1980,16774262,132809483
fortune,02/11/1980,324249056,955943750
tongue,03/11/1980,963551477,25887612
arrival,04/11/1980,676978173,383587637
historian,05/11/1980,215430511,792395996
queen,06/11/1980,718141373,175798430
editor,07/11/1980,901649005,756072622
church,08/11/1980,735704411,617534065
height,09/11/1980,592522623,815806396
passenger,10/11/1980,2230684,428377123
night,11/11/1980,708142454,914610357
way,12/11/1980,515509270,537343993
basis,13/11/1980,551147260,498692758
system,14/11/1980,96515205,846839721
inflation,15/11/1980,971527654,911008040
road,16/11/1980,20251323,746321153
marketing,17/11/1980,284545031,966696636
chocolate,18/11/1980,206701288,130648682
photo,19/11/1980,344594417,252733216
artisan,20/11/1980,623523821,653607206
lab,21/11/1980,179034020,387107477
clothes,22/11/1980,118166746,76278272
ambition,23/11/1980,263870401,98170501
wood,24/11/1980,307652215,269205876
thought,25/11/1980,397884849,194398702
bonus,26/11/1980,927627731,221822031
awareness,27/11/1980,713402654,469171026
signature,28/11/1980,129198085,160915368
menu,29/11/1980,998586926,811833328
classroom,30/11/1980,238361635,416545480
family,01/12/1980,331196517,440445710
reception,02/12/1980,823113981,640994850
judgment,03/12/1980,503267361,388117917
town,04/12/1980,318616057,983241849
child,05/12/1980,145155939,98341312
session,06/12/1980,716959073,49949739
steak,07/12/1980,595337786,925787926
shirt,08/12/1980,906327556,597319347
video,09/12/1980,879250622,498990593
extent,10/12/1980,328745009,870111274
recipe,11/12/1980,942760514,923106000
dinner,12/12/1980,68829037,898985139
tea,13/12/1980,790491367,625844588
contract,14/12/1980,917489689,389698722
student,15/12/1980,329358209,319073963
heart,16/12/1980,1484838,764599551
potato,17/12/1980,831136869,409526357
topic,18/12/1980,414887697,808835045
math,19/12/1980,135092364,850182878
poetry,20/12/1980,199291546,363295515
studio,21/12/1980,665851092,411715819
internet,22/12/1980,534366762,956980857
guitar,23/12/1980,328387155,21806041
dealer,24/12/1980,889617250,927574486
storage,25/12/1980,922388519,132712132
media,26/12/1980,261771346,425373519
language,27/12/1980,721475304,333931759
ad,28/12/1980,669424353,303528114
mixture,29/12/1980,108634512,72768489
reading,30/12/1980,733874802,728711636
engine,31/12/1980,367589971,914981663
newspaper,01/01/1981,657022520,827446878
bread,02/01/1981,521082400,559328469
breath,03/01/1981,470579967,525148057
dirt,04/01/1981,803212276,306843528
flight,05/01/1981,83019693,66071117
lake,06/01/1981,398973892,537909834
virus,07/01/1981,268529900,351168411
passenger,08/01/1981,100158818,905769919
speech,09/01/1981,821692,766910295
person,10/01/1981,360117917,469902082
sir,11/01/1981,595206199,802623958
artisan,12/01/1981,52133025,499305034
historian,13/01/1981,704395850,634727503
cheek,14/01/1981,83485251,959154707
basket,15/01/1981,375775730,613050314
user,16/01/1981,376959345,912570942
manager,17/01/1981,417006924,560478775
movie,18/01/1981,482642071,246416975
tea,19/01/1981,176272329,193119630
blood,20/01/1981,805621422,559214966
variation,21/01/1981,915270313,54267171
priority,22/01/1981,841549068,440521296
poem,23/01/1981,747973374,285424168
chocolate,24/01/1981,586347978,216006615
republic,25/01/1981,667817903,347960710
election,26/01/1981,475079556,226259963
emphasis,27/01/1981,2958778,804909545
writer,28/01/1981,444602742,130036674
fishing,29/01/1981,251777025,668136464
grocery,30/01/1981,82367719,189583042
employer,31/01/1981,791874258,461606756
driver,01/02/1981,840182659,462766751
guidance,02/02/1981,23364993,617549171
finding,03/02/1981,902289636,281557643
lake,04/02/1981,251486233,661820062
mall,05/02/1981,784156017,788686637
dinner,06/02/1981,140691717,148657638
ability,07/02/1981,370440483,109643000
art,08/02/1981,46990634,287025447
ad,09/02/1981,16774262,267407720
depth,10/02/1981,324249056,764171949
strategy,11/02/1981,963551477,310026869
accident,12/02/1981,676978173,622651023
society,13/02/1981,215430511,949262924
people,14/02/1981,718141373,207470084
tooth,15/02/1981,901649005,496590982
basis,16/02/1981,735704411,891765225
pizza,17/02/1981,592522623,467014062
person,18/02/1981,2230684,28160361
statement,19/02/1981,708142454,165203741
chemistry,20/02/1981,515509270,337809455
child,21/02/1981,551147260,557883090
death,22/02/1981,96515205,158753260
history,23/02/1981,971527654,162510161
airport,24/02/1981,20251323,451849271
homework,25/02/1981,284545031,49328318
soup,26/02/1981,206701288,511571682
language,27/02/1981,344594417,554840810
country,28/02/1981,623523821,993701033
client,01/03/1981,179034020,815220309
internet,02/03/1981,118166746,542111104
volume,03/03/1981,263870401,927166739
user,04/03/1981,307652215,975521943
attention,05/03/1981,397884849,565857017
procedure,06/03/1981,927627731,789157305
funeral,07/03/1981,713402654,57993243
injury,08/03/1981,129198085,425458265
judgment,09/03/1981,998586926,123821939
oven,10/03/1981,238361635,750127882
story,11/03/1981,331196517,880244242
republic,12/03/1981,823113981,796609041
emotion,13/03/1981,503267361,325800968
theory,14/03/1981,318616057,453882136
area,15/03/1981,145155939,507532545
drama,16/03/1981,716959073,125362265
scene,17/03/1981,595337786,713090735
cigarette,18/03/1981,906327556,581702924
device,19/03/1981,879250622,468766950
activity,20/03/1981,328745009,882358064
freedom,21/03/1981,942760514,940680610
hospital,22/03/1981,68829037,450696948
presence,23/03/1981,790491367,38622817
orange,24/03/1981,917489689,933779154
anxiety,25/03/1981,329358209,291851604
lake,26/03/1981,1484838,655088760
alcohol,27/03/1981,831136869,76427813
church,28/03/1981,414887697,322858550
hair,29/03/1981,135092364,288497673
fact,30/03/1981,199291546,359297900
newspaper,31/03/1981,665851092,553278171
actor,01/04/1981,534366762,40814073
attention,02/04/1981,328387155,160435506
goal,03/04/1981,889617250,593961009
truth,04/04/1981,922388519,68990758
leader,05/04/1981,261771346,244390939
event,06/04/1981,721475304,349269678
growth,07/04/1981,669424353,805908183
location,08/04/1981,108634512,114323080
driver,09/04/1981,733874802,185990457
bedroom,10/04/1981,367589971,334117407
hall,11/04/1981,657022520,808641111
reality,12/04/1981,521082400,453323733
attitude,13/04/1981,470579967,567900074
affair,14/04/1981,803212276,848355674
pie,15/04/1981,83019693,163882459
solution,16/04/1981,398973892,95164375
database,17/04/1981,268529900,572118574
message,18/04/1981,100158818,542300070
menu,19/04/1981,821692,987508178
airport,20/04/1981,360117917,569387093
throat,21/04/1981,595206199,77667898
fishing,22/04/1981,52133025,467182780
passenger,23/04/1981,704395850,402492217
guest,24/04/1981,83485251,685178153
promotion,25/04/1981,375775730,899960293
idea,26/04/1981,376959345,170589778
owner,27/04/1981,417006924,849324133
recipe,28/04/1981,482642071,504488986
economics,29/04/1981,176272329,446190514
guest,30/04/1981,805621422,666661203
courage,01/05/1981,915270313,361897634
driver,02/05/1981,841549068,740910780
device,03/05/1981,747973374,312794787
aspect,04/05/1981,586347978,545331790
inspector,05/05/1981,667817903,605611471
trainer,06/05/1981,475079556,93387781
strategy,07/05/1981,2958778,578912874
agency,08/05/1981,444602742,155071733
dealer,09/05/1981,251777025,29335053
love,10/05/1981,82367719,689138806
length,11/05/1981,791874258,104432912
article,12/05/1981,840182659,958567635
writer,13/05/1981,23364993,230342938
apple,14/05/1981,902289636,663726893
employer,15/05/1981,251486233,648866181
emphasis,16/05/1981,784156017,933745654
storage,17/05/1981,140691717,758325699
message,18/05/1981,370440483,400571529
reception,19/05/1981,46990634,525326108
chemistry,20/05/1981,16774262,563405204
fortune,21/05/1981,324249056,169299786
tongue,22/05/1981,963551477,835505827
arrival,23/05/1981,676978173,929152482
historian,24/05/1981,215430511,197689510
queen,25/05/1981,718141373,983640611
editor,26/05/1981,901649005,764113025
church,27/05/1981,735704411,152603260
height,28/05/1981,592522623,465951506
passenger,29/05/1981,2230684,825767880
night,30/05/1981,708142454,58824058
way,31/05/1981,515509270,90085450
basis,01/06/1981,551147260,392324639
system,02/06/1981,96515205,695516822
inflation,03/06/1981,971527654,805561466
road,04/06/1981,20251323,756714522
marketing,05/06/1981,284545031,868562676
chocolate,06/06/1981,206701288,345002627
photo,07/06/1981,344594417,745176013
artisan,08/06/1981,623523821,279701997
lab,09/06/1981,179034020,786669306
clothes,10/06/1981,118166746,396979515
ambition,11/06/1981,263870401,407290904
wood,12/06/1981,307652215,342953008
thought,13/06/1981,397884849,446731112
bonus,14/06/1981,927627731,437991098
awareness,15/06/1981,713402654,520995899
signature,16/06/1981,129198085,480605930
menu,17/06/1981,998586926,405511406
classroom,18/06/1981,238361635,360219015
family,19/06/1981,331196517,960785968
reception,20/06/1981,823113981,679317759
judgment,21/06/1981,503267361,762213816
town,22/06/1981,318616057,453115270
child,23/06/1981,145155939,172683234
session,24/06/1981,716959073,868010711
steak,25/06/1981,595337786,152579120
shirt,26/06/1981,906327556,762236989
video,27/06/1981,879250622,523019163
extent,28/06/1981,328745009,278873419
recipe,29/06/1981,942760514,693970295
dinner,30/06/1981,68829037,974777102
tea,01/07/1981,790491367,755101282
contract,02/07/1981,917489689,281506852
student,03/07/1981,329358209,468675988
heart,04/07/1981,1484838,630208018
potato,05/07/1981,831136869,516310481
topic,06/07/1981,414887697,659875183
math,07/07/1981,135092364,62117265
poetry,08/07/1981,199291546,325858445
studio,09/07/1981,665851092,579543928
internet,10/07/1981,534366762,874787072
guitar,11/07/1981,328387155,539680696
dealer,12/07/1981,889617250,380070426
storage,13/07/1981,922388519,541588564
media,14/07/1981,261771346,151086250
language,15/07/1981,721475304,489816572
ad,16/07/1981,669424353,165659616
mixture,17/07/1981,108634512,964072493
reading,18/07/1981,733874802,706098375
engine,19/07/1981,367589971,756704060
newspaper,20/07/1981,657022520,519282103
bread,21/07/1981,521082400,917278725
breath,22/07/1981,470579967,172338143
dirt,23/07/1981,803212276,951548113
flight,24/07/1981,83019693,259853064
lake,25/07/1981,398973892,367673720
virus,26/07/1981,268529900,847583055
passenger,27/07/1981,100158818,85250696
speech,28/07/1981,821692,742971196
person,29/07/1981,360117917,604167600
sir,30/07/1981,595206199,614105312
artisan,31/07/1981,52133025,641171266
historian,01/08/1981,704395850,402157848
cheek,02/08/1981,83485251,192494129
basket,03/08/1981,375775730,861338740
user,04/08/1981,376959345,460966623
manager,05/08/1981,417006924,681712131
movie,06/08/1981,482642071,450126194
tea,07/08/1981,176272329,336805706
blood,08/08/1981,805621422,299678046
variation,09/08/1981,915270313,247052624
priority,10/08/1981,841549068,672368970
poem,11/08/1981,747973374,20783713
chocolate,12/08/1981,586347978,928737148
republic,13/08/1981,667817903,713824232
election,14/08/1981,475079556,525188719
emphasis,15/08/1981,2958778,393841532
writer,16/08/1981,444602742,96976578
fishing,17/08/1981,251777025,902487974
grocery,18/08/1981,82367719,292072920
employer,19/08/1981,791874258,531755450
driver,20/08/1981,840182659,782502273
guidance,21/08/1981,23364993,431851614
finding,22/08/1981,902289636,503255627
lake,23/08/1981,251486233,888064183
mall,24/08/1981,784156017,58995771
dinner,25/08/1981,140691717,468692989
ability,26/08/1981,370440483,281753503
art,27/08/1981,46990634,533270830
ad,28/08/1981,16774262,579311091
depth,29/08/1981,324249056,170564534
strategy,30/08/1981,963551477,355757189
accident,31/08/1981,676978173,169242544
society,01/09/1981,215430511,231162720
people,02/09/1981,718141373,799922761
tooth,03/09/1981,901649005,419384662
basis,04/09/1981,735704411,140696898
pizza,05/09/1981,592522623,129037384
person,06/09/1981,2230684,852571650
statement,07/09/1981,708142454,962252870
chemistry,08/09/1981,515509270,969306742
child,09/09/1981,551147260,355053383
death,10/09/1981,96515205,164296973
history,11/09/1981,971527654,513604091
airport,12/09/1981,20251323,684599906
homework,13/09/1981,284545031,569377931
soup,14/09/1981,206701288,868364138
language,15/09/1981,344594417,492222195
country,16/09/1981,623523821,939087991
client,17/09/1981,179034020,999670443
internet,18/09/1981,118166746,574744057
volume,19/09/1981,263870401,175795900
user,20/09/1981,307652215,540415695
attention,21/09/1981,397884849,914154337
procedure,22/09/1981,927627731,177372143
funeral,23/09/1981,713402654,924188136
injury,24/09/1981,129198085,75304555
judgment,25/09/1981,998586926,213395156
oven,26/09/1981,238361635,766464124
story,27/09/1981,331196517,437978869
republic,28/09/1981,823113981,369086601
emotion,29/09/1981,503267361,701232660
theory,30/09/1981,318616057,804828274
area,01/10/1981,145155939,287851075
drama,02/10/1981,716959073,534070811
scene,03/10/1981,595337786,320667845
cigarette,04/10/1981,906327556,49668312
device,05/10/1981,879250622,478061088
activity,06/10/1981,328745009,96404931
freedom,07/10/1981,942760514,240413278
hospital,08/10/1981,68829037,38655016
presence,09/10/1981,790491367,627959878
orange,10/10/1981,917489689,353620829
anxiety,11/10/1981,329358209,444584120
lake,12/10/1981,1484838,881672308
alcohol,13/10/1981,831136869,323147451
church,14/10/1981,414887697,274250107
hair,15/10/1981,135092364,332379140
fact,16/10/1981,199291546,897629688
newspaper,17/10/1981,665851092,473689876
actor,18/10/1981,534366762,385785542
attention,19/10/1981,328387155,938751218
goal,20/10/1981,889617250,484307031
truth,21/10/1981,922388519,967340756
leader,22/10/1981,261771346,358307120
event,23/10/1981,721475304,894690147
growth,24/10/1981,669424353,741472570
location,25/10/1981,108634512,810879199
driver,26/10/1981,733874802,308152728
bedroom,27/10/1981,367589971,139293873
hall,28/10/1981,657022520,734587190
reality,29/10/1981,521082400,409194461
attitude,30/10/1981,470579967,46487032
affair,31/10/1981,803212276,892230773
pie,01/11/1981,83019693,320041297
solution,02/11/1981,398973892,228237890
database,03/11/1981,268529900,788777097
message,04/11/1981,100158818,641068494
menu,05/11/1981,821692,126749645
airport,06/11/1981,360117917,657106844
throat,07/11/1981,595206199,884991350
fishing,08/11/1981,52133025,796992006
passenger,09/11/1981,704395850,287349216
guest,10/11/1981,83485251,28202579
promotion,11/11/1981,375775730,287034257
idea,12/11/1981,376959345,368789363
owner,13/11/1981,417006924,128549433
recipe,14/11/1981,482642071,437950650
economics,15/11/1981,176272329,976120894
guest,16/11/1981,805621422,504752661
courage,17/11/1981,915270313,326648748
driver,18/11/1981,841549068,596441005
device,19/11/1981,747973374,310263923
aspect,20/11/1981,586347978,410226112
inspector,21/11/1981,667817903,165082586
trainer,22/11/1981,475079556,538486480
strategy,23/11/1981,2958778,71881067
agency,24/11/1981,444602742,122130543
dealer,25/11/1981,251777025,416782184
love,26/11/1981,82367719,963514619
length,27/11/1981,791874258,487186192
article,28/11/1981,840182659,996747013
writer,29/11/1981,23364993,346127432
apple,30/11/1981,902289636,966099175
employer,01/12/1981,251486233,17429732
emphasis,02/12/1981,784156017,966791483
storage,03/12/1981,140691717,914609048
message,04/12/1981,370440483,511175157
reception,05/12/1981,46990634,685563410
chemistry,06/12/1981,16774262,262535350
fortune,07/12/1981,324249056,156454931
tongue,08/12/1981,963551477,346711044
arrival,09/12/1981,676978173,171028285
historian,10/12/1981,215430511,228922360
queen,11/12/1981,718141373,530991921
editor,12/12/1981,901649005,939743542
church,13/12/1981,735704411,194504869
height,14/12/1981,592522623,981466697
passenger,15/12/1981,2230684,312239160
night,16/12/1981,708142454,379890385
way,17/12/1981,515509270,245421603
basis,18/12/1981,551147260,705273003
system,19/12/1981,96515205,836206589
inflation,20/12/1981,971527654,760794424
road,21/12/1981,20251323,727561266
marketing,22/12/1981,284545031,963025123
chocolate,23/12/1981,206701288,232759994
photo,24/12/1981,344594417,669820614
artisan,25/12/1981,623523821,75739086
lab,26/12/1981,179034020,658392809
clothes,27/12/1981,118166746,497996569
ambition,28/12/1981,263870401,861660344
wood,29/12/1981,307652215,306212722
thought,30/12/1981,397884849,730646023
bonus,31/12/1981,927627731,737114413
awareness,01/01/1982,713402654,507624001
signature,02/01/1982,129198085,504944270
menu,03/01/1982,998586926,514365432
classroom,04/01/1982,238361635,402111611
family,05/01/1982,331196517,468712834
reception,06/01/1982,823113981,464111873
judgment,07/01/1982,503267361,83293047
town,08/01/1982,318616057,251692492
child,09/01/1982,145155939,379916107
session,10/01/1982,716959073,69636826
steak,11/01/1982,595337786,358959264
shirt,12/01/1982,906327556,121637731
video,13/01/1982,879250622,727918551
extent,14/01/1982,328745009,421832799
recipe,15/01/1982,942760514,595331641
dinner,16/01/1982,68829037,777564838
tea,17/01/1982,790491367,754774071
contract,18/01/1982,917489689,546736994
student,19/01/1982,329358209,365281527
heart,20/01/1982,1484838,163074763
potato,21/01/1982,831136869,982882290
topic,22/01/1982,414887697,228050987
math,23/01/1982,135092364,83526158
poetry,24/01/1982,199291546,867874483
studio,25/01/1982,665851092,298095168
internet,26/01/1982,534366762,543468561
guitar,27/01/1982,328387155,959038604
dealer,28/01/1982,889617250,532404545
storage,29/01/1982,922388519,513135306
media,30/01/1982,261771346,352102154
language,31/01/1982,721475304,509807101
ad,01/02/1982,669424353,593671090
mixture,02/02/1982,108634512,96009294
reading,03/02/1982,733874802,538750641
engine,04/02/1982,367589971,650961538
newspaper,05/02/1982,657022520,310799844
bread,06/02/1982,521082400,791908078
breath,07/02/1982,470579967,596306450
dirt,08/02/1982,803212276,910275821
flight,09/02/1982,83019693,702787521
lake,10/02/1982,398973892,131820755
virus,11/02/1982,268529900,769770062
passenger,12/02/1982,100158818,623475533
speech,13/02/1982,821692,877219061
person,14/02/1982,360117917,886088937
sir,15/02/1982,595206199,151454739
artisan,16/02/1982,52133025,967914427
historian,17/02/1982,704395850,457249116
cheek,18/02/1982,83485251,110040658
basket,19/02/1982,375775730,807231385
user,20/02/1982,376959345,165197172
manager,21/02/1982,417006924,990943189
movie,22/02/1982,482642071,982683422
tea,23/02/1982,176272329,884934608
blood,24/02/1982,805621422,420482595
variation,25/02/1982,915270313,113361165
priority,26/02/1982,841549068,464966093
poem,27/02/1982,747973374,996994454
chocolate,28/02/1982,586347978,797225376
republic,01/03/1982,667817903,607988721
election,02/03/1982,475079556,244340000
emphasis,03/03/1982,2958778,167428375
writer,04/03/1982,444602742,14105272
fishing,05/03/1982,251777025,611081539
grocery,06/03/1982,82367719,738938761
employer,07/03/1982,791874258,672980407
driver,08/03/1982,840182659,130781359
guidance,09/03/1982,23364993,900258710
finding,10/03/1982,902289636,118903482
lake,11/03/1982,251486233,97986363
mall,12/03/1982,784156017,702993120
dinner,13/03/1982,140691717,364697347
ability,14/03/1982,370440483,143526033
art,15/03/1982,46990634,736916058
ad,16/03/1982,16774262,635992221
depth,17/03/1982,324249056,610484645
strategy,18/03/1982,963551477,700929743
accident,19/03/1982,676978173,411971011
society,20/03/1982,215430511,457489498
people,21/03/1982,718141373,743484691
tooth,22/03/1982,901649005,433628184
basis,23/03/1982,735704411,90125584
pizza,24/03/1982,592522623,454367831
person,25/03/1982,2230684,932501497
statement,26/03/1982,708142454,893252129
chemistry,27/03/1982,515509270,920439213
child,28/03/1982,551147260,922281954
death,29/03/1982,96515205,705050287
history,30/03/1982,971527654,494375757
airport,31/03/1982,20251323,332334654
homework,01/04/1982,284545031,809006727
soup,02/04/1982,206701288,845885350
language,03/04/1982,344594417,477988024
country,04/04/1982,623523821,483115222
client,05/04/1982,179034020,437242192
internet,06/04/1982,118166746,678467792
volume,07/04/1982,263870401,594807105
user,08/04/1982,307652215,663096699
attention,09/04/1982,397884849,153224989
procedure,10/04/1982,927627731,500943925
funeral,11/04/1982,713402654,658984698
injury,12/04/1982,129198085,523365624
judgment,13/04/1982,998586926,425649923
oven,14/04/1982,238361635,935294803
story,15/04/1982,331196517,123830586
republic,16/04/1982,823113981,366529165
emotion,17/04/1982,503267361,307926198
theory,18/04/1982,318616057,683179122
area,19/04/1982,145155939,901878593
drama,20/04/1982,716959073,161526746
scene,21/04/1982,595337786,294264683
cigarette,22/04/1982,906327556,717455276
device,23/04/1982,879250622,56735571
activity,24/04/1982,328745009,111600344
freedom,25/04/1982,942760514,847965792
hospital,26/04/1982,68829037,188757599
presence,27/04/1982,790491367,796187618
orange,28/04/1982,917489689,717566697
anxiety,29/04/1982,329358209,48261413
lake,30/04/1982,1484838,14846643
alcohol,01/05/1982,831136869,955970681
church,02/05/1982,414887697,361023398
hair,03/05/1982,135092364,372863072
fact,04/05/1982,199291546,54232762
newspaper,05/05/1982,665851092,183758260
actor,06/05/1982,534366762,462978502
attention,07/05/1982,328387155,481510146
goal,08/05/1982,889617250,674722478
